" Dory's adventures are amiable enough, but the film lacks energy and suffers from a sense of predictability.",neutral
" It took them thirteen years to find the right way to tell her story, but all that time and effort has produced quite a gem.",positive
 certainly lives up to the original,positive
 Finding Dory could be funnier. It relies on some callbacks to Finding Nemo and a lot of over-the-top action. But you'd have to have a briny heart to deny there's something special about it.,positive
" Though it lacks the same emotional heft of the original, it's darned near good enough to change one's unfavorable opinion of sequels",positive
" From start to fin-ish, 'Finding Dory' is unforgettable. ",positive
" What the film lacks in clean-cut storytelling, though, it more than makes up for in sheer emotionality. Finding Dory is the rare sequel that repurposes the original as a foundation rather than as a cheap form of fan service.",neutral
 A visually marvelous 3-D sequel (but not equal) to the original.,neutral
" Finding Dory isn't just a worthy sequel to Nemo, it also succeeds on its own - as a rousing tale of love and overcoming adversity.",positive
 There are some rollicky moments in Finding Dory... [But] the inventiveness of the animation is not matched by the frayed workmanship of the story line.,neutral
" It's all lovely and sweet, gentle and humane, but it doesn't rise to the creative or emotional heights of its predecessor.",positive
" Loaded with excitement and adrenalin- packed moments, Finding Dory is, as expected, full of humour, largely due to Dory's memory issues and delightfully funny nature.",positive
 It's a quality piece of family animation with a fun finish that hits a few themes you might expect and a few that will surprise you.,neutral
" It's a sequel that's a continuation of the original film rather than an expansion of it, and it is still a success, though not a triumph.",positive
" Finding Dory is charming, very funny, touching and more than a bit repetitive but never a bore.",positive
" The gorgeous, thoughtful, funny Finding Dory is made by the Pixar family for everyone to share with someone they care about, no matter the age, gender, ethnicity -- or even species, for that matter.",positive
" Just when it appears Finding Dory is the latest in a long line of sequel casualties, the deliriously fun and witty third act arrives to mount a revival, as everything comes together and the setups finally deliver laugh-out-loud payoffs.",neutral
 Kudos to Ellen. It's an Oscar-worthy performance. Finding Dory is so well-done and beautifully filmed that you forget the main characters aren't real fish and other sea life. ,positive
 Delightful sequel promotes teamwork; some sadness/scares.,positive
" There may be tears. But remember what Dory says: Just keep swimming, just keep swimming. ",neutral
" DeGeneres has the funny bits down pat...But it's in Dory's quieter moments that (she) breathes a soul into her little blue character: Speaking barely above a whisper, she registers wonder, trepidation and, occasionally, heartbreaking sorrow.",positive
" While it's too similar to the Oscar-winning original to swim completely solo, Finding Dory is a delightful sequel that gives further life to some of Pixar's most loveable characters.",neutral
" The closing credits feature Sia singing Nat King Cole's ""Unforgettable"" - it's a good gag, but I wouldn't go quite that far in describing ""Finding Dory."" Still, it's a delightful film that families will want to remember from time to time.",positive
 A deep sea treasure with endless charms that swim around in your mind.,positive
" Be sure, you will laugh, your kids will laugh but be also sure, you will not cry. And that makes the whole difference with Pixar.",neutral
 You want to go to Finding Dory to see the little baby Dory,neutral
 It's a very cute film that little ones especially will adore.,neutral
" Hank the octopus is a particular standout â€_ his mad skills are highly entertaining â€” so entertaining, in fact, that I kind of wish the movie had been about him.",positive
" A sequel that betters the boffo 2003 animated feature Finding Nemo and provides more evidence, after last year's highly original Inside Out, that Pixar has finally emerged from the uninspiring years of the Cars franchise.",positive
" The film is often visually striking and charming enough, but it's low on two things we've come to expect from Pixar: comedy and moving emotional moments.",neutral
" Funny, genuinely poignant, and thrilling with dazzling CGI. It will win your heart over. Expect it to be nominated for Best Animated Feature. ",positive
" Finding Dory has its moments, but it's not one of Pixar's home runs. ",neutral
" 'Finding Dory' has plenty of laughs and lots of spectacle, but when it drives home the underlying themes of family and determination, it earns every bit of it.",positive
 Nuanced and tender-hearted.,positive
" ""Finding Dory's"" animators outdo themselves here, delivering one arresting image after another, the highlight being a sequence showing hundreds of manta rays migrating that's not only gorgeous but thrilling as well.",positive
" Exhilarating adventure, irresistible wit, breathtaking visuals and an all-star voice cast (just about everybody wanted part of this one) combine in a seamless banquet of pure entertainment.",positive
" It's a solid, entertaining, well-paced sequel featuring terrific voice work, a clever script and some ingenious action sequences.",neutral
 It is a perfectly entertaining film; kids will certainly enjoy it. But that's all it is.,positive
" We're talking then about a family film for the whole family -- little ones, seniors and all generations between.",positive
" Finding Dory may be more of a minnow than a whale of a tale for Pixar, but it's still a good catch.",neutral
" The ""fish out of water"" theme plays out to Buster Keaton-style excess in the hilarious and adorable Finding Dory.",positive
" Structurally, it's pretty similar to Finding Nemo, and plenty of familiar characters turn up. But the animation strides made in the 13 years between movies are remarkable. Finding Dory looks spectacular.",positive
" Full on action farce that had me trademark Fast and the Fishiest as a new title for the flick, [yet] with PIXAR's latest outing it seems that they're treading water",neutral
" Did Finding Nemo really need a sequel? Probably not. But Finding Dory deftly manages to breathe new life into Pixar's most popular fish, while also introducing a school of lively new newcomers as well.",positive
" There are terrific Pixar sequels (""Toy Story 2"" and ""3"") and OK Pixar sequels (""Cars 2,"" ""Monsters University""). ""Finding Dory"" is one of the terrific ones, if not quite up to the ""Toy Story"" standard.",positive
" If there has ever been a better voice performance in an animated film than Ellen DeGeneres' in Pixar's wonderful sequel ""Finding Dory,"" I sure can't think of it.",positive
 Finding Dory will be a popular summer movie but just don't expect one of their better performances.,positive
" A world-wide aquatic playground filled with rambunctious slapstick, Dickensian sea creatures, astonishing visual beauty and relentless albeit implausible jeopardy.",positive
" 'Dory' ... works on multiple levels: It's a fun-filled animated feature that will please and entertain children and ... parents, while it also examines how parents protect, encourage and love offspring with special needs. ... ",neutral
" Finding Dory [is] a powerful story of loss and, eventually, improbable triumph.",positive
" We cry not because the movie has tapped into our deepest hopes and fears, but because this is the part where we're supposed to. Dory's catchphrase is ""Just keep swimming,"" but the movie feels like it's just paddling in circles.",neutral
" Much of Finding Dory is funny, and fun. But there's something kind of haunting about our heroine's memory thing.",neutral
" Finding Dory is delightful throughout, dazzling during its many highlight scenes and just a tad disorienting on rare occasions.",positive
" Kids should enjoy the frantic pace of the movie, but adult fans of Nemo (AFONs?) may grumble about diminishing returns.",neutral
 Easily the best Pixar sequel since Toy Story 3. [Full review in Spanish],positive
" In deciding not to stray far from the first film in plot or tone, it makes for a pleasant, familiar, cheerfully unassuming fish-in-her-water tale.",neutral
" The title character may be a forgetful fish, but ""Finding Dory"" is a movie to remember.",positive
" Audiences should find ""Dory"" one of Pixar's most charming achievements.",positive
" [It} lacks the wit, imagination and sheer sense of amazement that made the 2003 original an eventual animation classic. Nonetheless, Dory offers adventure and fun as it swims in gorgeous, animated, photorealistic detail.",neutral
" Where Finding Nemo capitalized on the awesome splendor and danger of the ocean, this follow-up shifts much of its action to an aquatic park and becomes broader and sillier, or at least reality-busting, for it. And, hey, that's OK.",neutral
 Directors Andrew Stanton and Angus MacLane make it very clear what you are supposed to feel and when you are supposed to feel it. What they don't do is earn it.,negative
 Fans of the original fishy tale will be delighted to learn that the sequel has most definitely been worth the wait. ,positive
" A perfectly serviceable continuation that doesn't truly widen the oceanic realm, but it does make time for old friends and familiar conflicts, playing it safe to make sure the faithful walk away satisfied. ",positive
" For the most part, the film plays it maddeningly safe, and then the third act arrives, at which point all hell breaks loose in the most glorious, adorable way possible.",neutral
 It's ironic that a movie about a character with short-term memory loss turns out to be one of Pixar's more forgettable efforts...[still it] will afford modest pleasure to children and adults alike.,neutral
" Emotionally engaging, it's splashy family fun...",positive
" Hank [the octopus] is one of the best characters Pixar's ever brought to life, aided by O'Neill's grumpy-with-a-heart vocalization. 'Holy carp!' indeed.",positive
 Pixar sequel-phobes be damned - this is a dazzling and technically impressive return to form that delivers a similar high to Finding Nemo without feeling like a retread.,positive
" The movie has plenty of heart and a message which, if not always subtle, remains worth hearing: All of us have strengths and weaknesses, while qualities that disable us in one way might enable us in another.",neutral
" Resisting the temptation to rehash Finding Nemo with new characters as too many sequels do, this fine-finned tale tells a complementary story from the opposite direction.",positive
" ""Finding Dory"" ranks with ""Toy Story 3"" as the animation studio's strongest sequel. The underwater tale manages to be both immersive and buoyant.",positive
" For all the witty voices and great escapes (maybe one too many of the latter), ""Finding Dory"" is ultimately a character story, and DeGeneres' lovable, brave Dory swims right into our hearts.",positive
" While Dory is thoroughly charming and enjoyable, it's also a bit formulaic and repetitive, especially during the drawn-out third act.",neutral
" A worthy successor, Finding Dory sets its own course, and joyfully delivers.",positive
" There's a big undersea world out there in Finding Dory, one that's endlessly diverse and consistently beautiful. Not only in its dazzling photorealist images, but in the story's creative depth.",positive
" There's a sense of familiarity with Finding Dory. It's not breaking new ground. But it also doesn't have to. Pixar has perfected the formula, and if it's not broken, there's no point in trying to fix it. It just works.",positive
" It's a lovely trip, with the swirling sea and rainbow-hued sea creatures as gorgeously animated as you would expect from Pixar.",positive
" The soothing beauty pulls you in, inviting you to immerse yourself for a couple of hours in the best of all possible worlds.",neutral
 Genuinely daring -- and one of the best things Pixar's ever produced.,positive
" There's tears to fill a tide pool, wit to keep adults amused and laughs for any audience with a short attention span.",positive
 Finding Dory follows its predecessor in being broadly concerned with comforting notions of home and family.,neutral
" Finding Dory can't be faulted for much except it isn't Finding Nemo. No shame in that, just sadness. Thirteen years ago a movie broke ground now stomped flat by an animation stampede... Greatness deserves better. How soon we forget.",positive
" Finding Dory isn't so much a sequel to Finding Nemo as it is a Looney Tunes spin-off: Wilder, sillier, broader and instantly disposable. ",neutral
 Finding Dory is an incredibly imaginative sequel with just the right amount of humor and heart.,positive
" Like the original, ""Finding Dory"" makes us understand the fears, joys, struggles and triumphs of family. See it with yours.",positive
 Finding Dory is the first major film we can remember getting a release during Ramadan. Time will tell whether this gamble works -- but this is exactly the kind of movie that families would want to make a point of going to see.,neutral
" Finding Dory is a solid piece of all-ages entertainment, but in depth of emotion, it does not reach the standard set by predecessor Finding Nemo.",neutral
" Finding Dory has some excellent animation, impressive 3D effects, and fun new characters.",neutral
" ...smart, funny, and visually astounding...",positive
" Another huge improvement from its predecessor is the animation, from the way the kelp sways in the ocean to Hank's camouflaging metamorphosis. The filmmakers provide a dynamic, colorful backdrop worthy of 3-D viewing.",positive
 Morbidity covers every scale of Finding Dory like fin rot.,negative
" Though a clear notch beneath its classic predecessor Finding Nemo, lively pacing and a genuinely inspired finale is sure to leave viewers of all ages perfectly happy with what they have seen.",neutral
" Finding Dory is like meeting up with an old friend and realizing that somehow, in spite of all the years and distance, no time has passed at all.",positive
" ...at least exceeds expectations, if not the original.",neutral
" Another fine film from Pixar, not a classic but fans of Finding Nemo will be very happy Dory just kept swimming.",positive
" If Finding Dory lacks the fresh surprise of its predecessor, it still brims with humor, heart and animation miracles. ",positive
" There's a new Pixar film in theaters, and it's a catch.",positive
" Sweet, but not as funny or as original as the original",neutral
" Navigates tricky emotional territory with a perceptiveness and tact that isn't just great storytelling, but could be a real comfort to parents and children alike who unexpectedly see themselves in Dory's plight.",positive
" The visual personality of the movie is fantastically vivid and bright, the story itself, less so.",neutral
" It rises above its crowded narrative with an intense emotional core, taking a protagonist whose affliction had been played mostly for comedy, and exploring the emptiness and loneliness of her plight.",positive
" Finding Dory, like most ""lesser Pixar,"" is more fun around the edges than the competition tends to be at center.",neutral
" ""Finding Dory"" upholds the Pixar tradition with plenty of inventive humor, cleverly drawn characters and emotionally resonant moments.",neutral
" Of course, ""Dory"" has plot similarities to ""Nemo,"" but there is enough love and care devoted to everything from the characters on down that it works beautifully, even without element of surprise.",positive
" Finding Dory is the kind of enthralling, immersive movie that will have your inner Inside Out crew working overtime handling all the emotions.",positive
" Pixar's latest is yet another sequel that's head and fin above most animated fare, but not accomplishing much more than the original already managed. (See also: Monsters University. Don't see, ever: Cars 2.)",positive
" Finding Dory does something special - and courageous - with the message it tells, offering children something much more than entertainment.",positive
" In terms of emotional complexity and character evolution, Finding Dory treads the same water as its predecessor with less success. ",neutral
" If the plotting at first feels overly familiar (and, in many ways, is), its elegance becomes apparent in the reinvigorating final movements, which also confirm Finding Dory's ultimate theme of building self-confidence through self-discovery.",neutral
" DeGeneres's vocal performance is extraordinary, effortlessly shifting from jokes to self-perpetuated anxiety attacks.",neutral
" Never as shattering as Pixar's best and most brutal. In fact, it's almost subtle. But it's the kind of film that dares you to undermine it, just so it can whack you upside the head and steal one more tear.",neutral
" The result might be less fulfilling this time, but ""Dory"" is ultimately worth the voyage.",neutral
" One of the great joys of ""Finding Dory"" is that every character you loved will be just as dear to your heart as before. ",positive
 A fantasy trip that will make you leave the theatre smiling. [Full review in Spanish],positive
" There will be enough tears to fill a small inflatable pool, if not an ocean.",positive
" On a scale of Cars 2 to Toy Story 3, Finding Dory is about on par with Monsters University - delivering more of characters that audiences love, while not quite reaching the level of its predecessor.",positive
" Unequivocal joy in cinematic form. There is a reason the delightful ""Finding Nemo"" has become a beloved modern animated classic, and ""Finding Dory"" is headed for the same heralded status.",positive
 It's neither as good as you hoped nor as bad as you feared. ,neutral
" Pixar's wizardry is baked into every detail, from the sun-dappled ocean surfaces to the underwater visuals that border on photorealism. It's unforgettable stuff.",positive
" While the animation is still top-notch and a slew of new waterlogged personalities buoy the story, it doesn't have nearly the same sense of heart, wonder and awe as Nemo.",neutral
 One of the biggest and most pleasant surprises in a film with too few of them is just how resonant Dory will be for parents of kids with learning disabilities.,positive
" After 21 years, the Pixar formula is still very satisfying. But it also feels more like a formula than ever before.",neutral
 Finding Dory is just about as good as Finding Nemo and will probably make you cry. ,positive
" Pixar's best film since Up, and a compelling argument as to why we make sequels in the first place. ",positive
